Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2021-01-01 00:00:00,,,6.18,76.55,10.75,20.45
2021-01-01 01:00:00,,,6.32,56.05,9.52,22.2
2021-01-01 02:00:00,,,6.5,37.05,9.5,23.68
2021-01-01 03:00:00,,615.0,7.52,52.68,13.88,24.02
2021-01-01 04:00:00,,,7.2,58.85,14.52,30.63
2021-01-01 05:00:00,,,7.68,50.02,19.1,54.55
2021-01-01 06:00:00,,,6.1,59.2,23.92,49.72
2021-01-01 07:00:00,608.0,631.0,5.15,53.2,20.78,43.8
2021-01-01 08:00:00,600.0,618.5,4.8,79.4,18.05,49.85
2021-01-01 09:00:00,588.0,613.25,4.38,109.12,43.82,134.57
2021-01-01 10:00:00,616.0,692.75,4.32,159.35,27.3,25.1
2021-01-01 11:00:00,592.0,641.0,3.8,169.2,26.0,31.72
2021-01-01 12:00:00,603.0,608.0,3.32,125.78,24.38,57.9
2021-01-01 13:00:00,589.75,599.75,3.18,132.65,27.35,55.58
2021-01-01 14:00:00,508.75,538.25,2.48,105.5,27.02,68.52
2021-01-01 15:00:00,351.5,396.25,1.95,98.88,25.52,59.2
2021-01-01 16:00:00,231.25,281.0,1.67,100.05,39.05,47.32
2021-01-01 17:00:00,188.5,237.0,2.02,119.4,43.0,24.42
2021-01-01 18:00:00,256.0,298.25,2.92,118.55,32.5,20.6
2021-01-01 19:00:00,338.25,376.5,3.98,107.32,28.28,20.98
2021-01-01 20:00:00,441.5,504.5,4.7,125.05,30.4,22.85
2021-01-01 21:00:00,506.5,563.5,5.55,114.12,27.02,23.78
2021-01-01 22:00:00,542.25,622.0,4.93,114.42,22.75,22.2
2021-01-01 23:00:00,564.0,604.0,4.15,89.82,26.12,21.58
2021-01-02 00:00:00,,,3.6,93.88,36.25,20.23
2021-01-02 01:00:00,,432.0,3.12,82.68,36.1,19.7
2021-01-02 02:00:00,,365.0,2.7,69.15,18.15,21.12
2021-01-02 03:00:00,,,2.58,74.72,19.35,23.42
2021-01-02 04:00:00,,,2.58,76.97,19.18,23.95
2021-01-02 05:00:00,,,2.72,83.9,34.7,29.62
2021-01-02 06:00:00,,,3.32,82.7,67.88,33.4
2021-01-02 07:00:00,,,3.72,87.98,79.1,29.15
2021-01-02 08:00:00,433.5,,3.68,92.93,49.15,20.98
2021-01-02 09:00:00,417.5,,3.28,81.8,25.67,22.22
2021-01-02 10:00:00,367.25,,3.72,98.07,56.7,34.15
2021-01-02 11:00:00,424.25,,3.42,102.18,46.42,26.18
2021-01-02 12:00:00,413.0,,3.03,94.65,41.2,39.7
2021-01-02 13:00:00,311.0,,2.53,86.0,26.7,57.42
2021-01-02 14:00:00,290.25,,2.4,90.07,33.1,52.97
2021-01-02 15:00:00,221.75,,2.35,96.18,44.28,44.02
2021-01-02 16:00:00,205.5,,2.5,89.15,36.45,38.82
2021-01-02 17:00:00,211.5,,2.85,100.8,31.95,25.95
2021-01-02 18:00:00,231.0,,3.08,103.32,24.9,21.6
2021-01-02 19:00:00,306.5,,3.1,98.8,21.12,20.88
2021-01-02 20:00:00,323.0,,3.22,95.72,22.32,20.4
2021-01-02 21:00:00,328.0,,3.32,92.45,22.85,19.73
2021-01-02 22:00:00,308.0,,3.28,101.72,19.0,20.25
2021-01-02 23:00:00,283.75,,2.9,81.88,16.62,20.12
2021-01-03 00:00:00,274.75,,2.72,80.15,16.5,20.15
2021-01-03 01:00:00,270.0,,2.48,70.92,14.3,19.6
2021-01-03 02:00:00,241.0,,2.0,62.5,12.55,21.3
2021-01-03 03:00:00,230.0,,2.33,64.97,81.95,31.38
2021-01-03 04:00:00,278.0,,2.28,61.98,96.6,31.0
2021-01-03 05:00:00,293.25,,2.25,54.42,37.25,22.1
2021-01-03 06:00:00,253.5,,2.35,53.72,27.38,21.25
2021-01-03 07:00:00,238.0,,2.5,53.48,18.65,22.0
2021-01-03 08:00:00,211.25,,1.98,62.85,12.92,30.15
2021-01-03 09:00:00,127.5,,1.75,66.97,12.28,33.18
2021-01-03 10:00:00,115.25,,2.02,73.7,13.42,28.0
2021-01-03 11:00:00,136.0,,2.1,71.1,12.62,31.02
2021-01-03 12:00:00,111.75,,1.85,61.75,14.02,32.3
2021-01-03 13:00:00,99.0,,1.82,57.0,15.02,34.17
2021-01-03 14:00:00,89.25,,1.85,57.2,16.27,34.38
2021-01-03 15:00:00,82.0,,2.1,50.88,17.15,36.53
2021-01-03 16:00:00,62.25,,1.92,46.18,21.65,35.15
2021-01-03 17:00:00,47.0,,2.05,48.8,20.18,31.85
2021-01-03 18:00:00,46.0,,1.8,57.4,18.32,26.28
2021-01-03 19:00:00,57.0,,1.95,59.08,16.67,24.17
2021-01-03 20:00:00,68.25,,1.83,58.95,13.15,24.58
2021-01-03 21:00:00,62.5,,2.17,58.52,12.23,23.6
2021-01-03 22:00:00,80.0,,2.35,56.5,12.82,22.15
2021-01-03 23:00:00,80.25,,1.95,53.12,12.45,22.83
2021-01-04 00:00:00,75.0,,1.83,46.85,10.82,22.5
2021-01-04 01:00:00,84.0,,1.75,42.4,10.52,22.95
2021-01-04 02:00:00,80.5,,1.8,35.25,8.75,24.45
2021-01-04 03:00:00,87.25,,2.03,32.58,10.98,24.02
2021-01-04 04:00:00,116.5,,1.52,32.25,9.28,22.38
2021-01-04 05:00:00,49.25,,1.5,32.95,11.6,23.95
2021-01-04 06:00:00,55.75,,2.22,38.0,16.02,30.68
2021-01-04 07:00:00,76.75,,2.78,34.78,14.32,26.6
2021-01-04 08:00:00,93.25,,3.28,56.9,15.05,24.68
2021-01-04 09:00:00,120.0,,3.85,77.53,14.02,25.25
2021-01-04 10:00:00,160.0,,3.18,95.4,17.9,27.9
2021-01-04 11:00:00,179.75,,2.85,107.65,50.08,43.22
2021-01-04 12:00:00,173.0,,2.22,106.18,46.95,38.05
2021-01-04 13:00:00,158.5,,2.08,99.6,37.98,44.72
2021-01-04 14:00:00,140.25,,2.08,97.38,32.7,51.85
2021-01-04 15:00:00,141.0,,2.42,138.2,29.4,31.75
2021-01-04 16:00:00,162.5,,3.08,140.38,22.88,24.35
2021-01-04 17:00:00,181.0,,3.82,128.6,22.38,22.58
2021-01-04 18:00:00,194.0,,3.05,82.7,19.92,20.45
2021-01-04 19:00:00,141.25,,1.78,72.18,15.38,25.95
2021-01-04 20:00:00,80.5,,1.78,65.08,15.22,27.52
2021-01-04 21:00:00,66.75,,1.45,55.95,13.18,31.18
2021-01-04 22:00:00,38.75,,1.52,50.7,13.95,35.83
