Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2019-01-01 00:00:00,517.25,950.0,4.25,151.1,12.8,20.88
2019-01-01 01:00:00,531.25,939.0,1.55,120.45,13.87,13.45
2019-01-01 02:00:00,542.0,797.25,1.0,111.2,11.4,24.8
2019-01-01 03:00:00,547.5,526.25,1.32,104.27,8.0,25.8
2019-01-01 04:00:00,497.0,776.25,1.25,107.12,6.75,26.65
2019-01-01 05:00:00,467.5,688.0,1.0,104.35,9.45,21.72
2019-01-01 06:00:00,416.75,669.5,7.12,88.48,12.08,22.05
2019-01-01 07:00:00,417.0,676.0,8.28,106.05,12.25,22.82
2019-01-01 08:00:00,386.75,548.75,7.3,153.25,7.43,21.35
2019-01-01 09:00:00,346.25,502.25,3.7,154.88,3.77,21.67
2019-01-01 10:00:00,353.0,499.75,2.7,150.55,6.42,22.15
2019-01-01 11:00:00,315.5,454.75,,151.75,10.85,21.8
2019-01-01 12:00:00,262.0,386.0,,151.5,16.22,21.97
2019-01-01 13:00:00,183.25,319.5,,153.15,21.38,22.53
2019-01-01 14:00:00,144.75,277.25,,155.55,21.7,23.32
2019-01-01 15:00:00,137.75,277.25,,118.53,23.07,26.65
2019-01-01 16:00:00,126.0,270.25,,145.27,21.43,21.47
2019-01-01 17:00:00,156.0,363.25,,139.8,14.58,20.45
2019-01-01 18:00:00,206.25,407.0,4.07,156.45,14.65,21.62
2019-01-01 19:00:00,300.75,594.75,5.3,184.7,18.3,24.23
2019-01-01 20:00:00,426.5,744.0,6.63,209.92,28.3,33.7
2019-01-01 21:00:00,603.0,,0.01,211.55,29.75,32.48
2019-01-01 22:00:00,646.75,,8.88,191.25,23.72,27.72
2019-01-01 23:00:00,594.75,,9.07,177.2,23.2,26.62
2019-01-02 00:00:00,620.75,957.0,6.45,131.6,11.0,26.52
2019-01-02 01:00:00,548.25,887.0,3.03,116.7,5.8,55.0
2019-01-02 02:00:00,525.75,733.5,7.7,108.6,2.1,60.8
2019-01-02 03:00:00,607.75,875.0,8.95,110.23,2.85,76.15
2019-01-02 04:00:00,551.75,753.5,7.5,102.52,0.65,74.0
2019-01-02 05:00:00,478.75,648.5,7.77,89.85,1.97,79.52
2019-01-02 06:00:00,491.25,678.5,3.23,87.92,9.05,85.4
2019-01-02 07:00:00,538.0,730.0,3.93,102.28,12.45,33.9
2019-01-02 08:00:00,610.25,788.25,2.7,166.0,11.47,36.25
2019-01-02 09:00:00,505.5,693.5,1.25,189.55,8.93,37.2
2019-01-02 10:00:00,438.0,646.0,,146.18,13.6,27.83
2019-01-02 11:00:00,351.25,537.25,3.0,101.43,24.85,30.8
2019-01-02 12:00:00,272.25,399.75,1.5,100.25,25.78,34.35
2019-01-02 13:00:00,232.25,348.75,0.5,102.45,22.38,36.3
2019-01-02 14:00:00,177.5,275.5,0.2,109.17,23.3,34.7
2019-01-02 15:00:00,166.75,271.5,1.0,87.18,26.0,37.52
2019-01-02 16:00:00,179.25,298.75,0.75,117.05,16.9,30.87
2019-01-02 17:00:00,197.25,335.0,,149.28,8.0,22.93
2019-01-02 18:00:00,225.5,395.75,3.9,163.0,8.37,23.1
2019-01-02 19:00:00,285.25,520.25,5.92,178.68,14.47,25.58
2019-01-02 20:00:00,370.25,717.5,8.1,180.58,20.2,29.12
2019-01-02 21:00:00,456.75,790.5,9.35,180.8,20.8,28.65
2019-01-02 22:00:00,574.5,865.0,2.51,175.92,24.65,27.97
2019-01-02 23:00:00,638.5,958.0,0.01,176.93,23.9,25.47
2019-01-03 00:00:00,621.75,,9.05,130.6,15.22,26.28
2019-01-03 01:00:00,604.25,917.0,5.38,105.32,15.0,30.6
2019-01-03 02:00:00,623.75,917.0,7.3,63.9,7.6,29.23
2019-01-03 03:00:00,653.25,853.0,5.88,68.47,11.58,27.67
2019-01-03 04:00:00,569.25,804.25,2.88,72.27,2.83,25.75
2019-01-03 05:00:00,484.5,667.75,3.0,88.73,2.3,24.43
2019-01-03 06:00:00,509.5,704.0,5.4,92.45,10.68,24.7
2019-01-03 07:00:00,494.25,686.0,2.7,118.7,7.95,22.68
2019-01-03 08:00:00,437.75,589.75,2.73,217.03,8.2,22.95
2019-01-03 09:00:00,479.25,670.25,0.68,265.8,5.3,24.1
2019-01-03 10:00:00,490.25,694.5,0.82,198.8,8.45,24.42
2019-01-03 11:00:00,450.25,590.25,,186.6,12.53,22.92
2019-01-03 12:00:00,363.0,511.25,0.95,166.45,16.57,22.35
2019-01-03 13:00:00,237.0,375.5,4.1,160.28,15.3,22.35
2019-01-03 14:00:00,202.0,355.5,4.62,146.17,15.98,23.85
2019-01-03 15:00:00,212.25,390.25,4.88,104.95,20.55,25.1
2019-01-03 16:00:00,157.75,310.5,2.7,106.32,14.5,23.72
2019-01-03 17:00:00,186.75,340.75,2.4,137.45,8.68,21.0
2019-01-03 18:00:00,257.25,461.5,3.42,154.42,8.9,21.43
2019-01-03 19:00:00,346.25,558.5,3.55,148.82,7.3,20.93
2019-01-03 20:00:00,375.75,526.5,4.12,131.1,5.68,20.9
2019-01-03 21:00:00,381.5,507.75,5.5,117.17,7.8,20.65
2019-01-03 22:00:00,402.0,540.75,6.2,102.83,6.4,20.73
2019-01-03 23:00:00,369.75,461.25,6.55,103.38,5.78,20.13
2019-01-04 00:00:00,348.75,430.75,1.3,79.05,0.9,19.53
2019-01-04 01:00:00,353.5,427.0,,59.0,0.6,22.3
2019-01-04 02:00:00,328.75,417.0,,59.5,1.0,20.25
2019-01-04 03:00:00,313.75,386.0,,52.02,1.1,19.67
2019-01-04 04:00:00,305.25,375.0,,48.08,1.6,20.3
2019-01-04 05:00:00,260.75,341.25,,52.4,2.23,18.9
2019-01-04 06:00:00,218.0,302.5,2.97,56.48,3.18,18.3
2019-01-04 07:00:00,198.5,275.25,4.25,54.83,4.35,18.05
2019-01-04 08:00:00,203.5,292.5,4.65,100.23,4.4,18.92
2019-01-04 09:00:00,232.0,333.0,4.77,150.72,2.62,20.25
2019-01-04 10:00:00,289.25,435.0,4.67,146.5,3.17,21.95
2019-01-04 11:00:00,277.75,393.25,3.4,118.08,2.77,22.17
2019-01-04 12:00:00,235.0,359.25,2.4,109.97,6.2,22.57
2019-01-04 13:00:00,189.75,278.5,2.35,120.8,7.98,21.58
2019-01-04 14:00:00,192.75,273.0,1.5,122.8,7.58,22.03
2019-01-04 15:00:00,210.5,307.25,0.78,117.4,6.2,22.25
