Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2023-01-01 00:00:00,143.0,196.0,0.9333333333333336,51.675,7.324999999999999,7.075
2023-01-01 01:00:00,144.0,,0.625,51.7,6.699999999999999,7.7
2023-01-01 02:00:00,136.5,,0.5,51.0,,6.875
2023-01-01 03:00:00,135.25,,0.575,48.475,,7.475
2023-01-01 04:00:00,144.25,,0.7000000000000001,43.95,6.033333333333334,6.15
2023-01-01 05:00:00,134.0,,0.7999999999999999,40.475,6.525,5.15
2023-01-01 06:00:00,104.75,,0.575,41.475,6.65,7.05
2023-01-01 07:00:00,88.75,,0.5,43.025,6.366666666666667,6.2
2023-01-01 08:00:00,86.0,,0.8666666666666667,44.85,5.1,8.725
2023-01-01 09:00:00,80.0,,0.975,59.325,5.0,17.225
2023-01-01 10:00:00,,,0.925,77.05,5.0,37.2
2023-01-01 11:00:00,,,0.8666666666666667,79.4,5.066666666666666,64.6
2023-01-01 12:00:00,,,0.6666666666666666,71.775,6.875,79.4
2023-01-01 13:00:00,,,0.525,69.425,8.0,89.65
2023-01-01 14:00:00,,,0.6,66.575,7.675,94.0
2023-01-01 15:00:00,,,0.5,68.05,7.5,94.025
2023-01-01 16:00:00,,,0.6,65.07499999999999,5.825,89.125
2023-01-01 17:00:00,,,0.6333333333333333,67.85,4.675,54.900000000000006
2023-01-01 18:00:00,,,1.0,73.45,4.7,21.4
2023-01-01 19:00:00,,,1.725,78.975,4.7,7.7
2023-01-01 20:00:00,,,2.35,69.9,51.125,6.775
2023-01-01 21:00:00,,,1.825,67.55,76.925,5.35
2023-01-01 22:00:00,,,2.6,72.65,79.19999999999999,5.95
2023-01-01 23:00:00,,,3.033333333333333,62.825,79.0,9.7
2023-01-02 00:00:00,,,3.0,53.975,14.15,24.85
2023-01-02 01:00:00,,,1.8,65.7,10.675,33.7
2023-01-02 02:00:00,,,0.3,56.1,8.6,32.375
2023-01-02 03:00:00,,,,64.0,7.766666666666666,21.025
2023-01-02 04:00:00,,,,60.8,5.875,18.0
2023-01-02 05:00:00,,,0.5333333333333333,57.85,6.725,32.9
2023-01-02 06:00:00,,,0.625,58.55,8.05,23.25
2023-01-02 07:00:00,,,0.525,60.7,6.7,20.85
2023-01-02 08:00:00,,,0.8,60.0,3.1,22.6
2023-01-02 09:00:00,,,1.025,65.875,3.975,19.375
2023-01-02 10:00:00,,,1.1,75.8,4.2,27.95
2023-01-02 11:00:00,,,1.2666666666666666,85.925,3.8333333333333335,38.175
2023-01-02 12:00:00,364.0,448.0,1.025,87.675,5.825,49.8
2023-01-02 13:00:00,361.25,460.25,0.9333333333333332,84.35,8.325,58.2
2023-01-02 14:00:00,348.0,471.75,0.775,81.275,9.45,59.65
2023-01-02 15:00:00,324.0,389.5,0.8500000000000001,80.975,8.299999999999999,53.3
2023-01-02 16:00:00,290.0,362.25,0.9,76.2,5.45,40.75
2023-01-02 17:00:00,263.25,334.75,0.8000000000000002,80.35,3.925,20.85
2023-01-02 18:00:00,243.25,319.0,1.15,73.95,4.3,9.2
2023-01-02 19:00:00,234.0,307.75,1.125,74.8,4.366666666666667,8.425
2023-01-02 20:00:00,232.25,293.75,1.1,65.75,6.875,7.65
2023-01-02 21:00:00,232.75,276.5,0.95,59.2,10.1,6.2
2023-01-02 22:00:00,218.0,277.75,0.9,52.525,10.025,6.85
