Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2022-01-01 00:00:00,336.25,474.5,1.42,34.92,16.1,5.85
2022-01-01 01:00:00,294.0,395.0,1.1,33.8,14.12,5.7
2022-01-01 02:00:00,255.25,351.5,0.87,29.7,12.23,6.4
2022-01-01 03:00:00,232.5,313.0,0.65,28.3,6.87,6.5
2022-01-01 04:00:00,239.25,276.0,0.42,27.5,12.12,6.55
2022-01-01 05:00:00,215.25,294.25,0.2,27.82,13.55,6.15
2022-01-01 06:00:00,168.25,240.25,0.73,31.58,13.95,6.75
2022-01-01 07:00:00,150.75,230.25,0.55,28.95,19.3,7.18
2022-01-01 08:00:00,177.75,273.5,0.62,37.95,10.8,6.4
2022-01-01 09:00:00,183.5,247.5,0.7,58.48,7.98,6.1
2022-01-01 10:00:00,183.75,305.25,0.9,72.4,5.35,6.85
2022-01-01 11:00:00,157.25,303.75,0.82,57.5,0.55,8.32
2022-01-01 12:00:00,171.0,259.0,0.95,55.22,9.38,9.88
2022-01-01 13:00:00,174.0,280.0,0.88,42.03,12.63,49.25
2022-01-01 14:00:00,140.0,202.0,0.73,35.15,13.92,35.62
2022-01-01 15:00:00,144.75,201.25,0.75,47.1,16.33,11.42
2022-01-01 16:00:00,153.25,198.0,0.73,51.98,13.68,9.52
2022-01-01 17:00:00,137.0,190.0,0.82,57.7,11.2,7.4
2022-01-01 18:00:00,135.0,185.5,0.75,65.5,9.82,6.55
2022-01-01 19:00:00,143.67,213.25,0.72,61.6,7.07,7.17
2022-01-01 20:00:00,210.0,244.25,1.3,48.3,11.72,6.98
2022-01-01 21:00:00,278.75,378.25,1.82,45.55,14.15,6.85
2022-01-01 22:00:00,325.0,413.5,2.05,43.05,16.62,7.4
2022-01-01 23:00:00,370.5,477.75,1.65,40.9,23.13,4.75
2022-01-02 00:00:00,407.0,536.75,1.72,40.15,15.65,7.05
2022-01-02 01:00:00,406.25,504.75,1.95,33.2,15.05,6.1
2022-01-02 02:00:00,403.75,512.5,1.77,32.1,14.27,6.5
2022-01-02 03:00:00,363.0,462.25,1.05,31.4,8.63,6.65
2022-01-02 04:00:00,314.75,369.25,0.3,35.9,12.52,6.8
2022-01-02 05:00:00,277.25,358.5,,34.55,13.3,6.35
2022-01-02 06:00:00,242.0,324.75,0.93,33.6,13.75,8.73
2022-01-02 07:00:00,238.25,320.75,0.7,32.62,20.07,5.68
2022-01-02 08:00:00,277.75,371.75,0.88,34.67,13.4,7.12
2022-01-02 09:00:00,266.0,339.75,0.82,54.2,10.95,5.88
