Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2019-01-01 00:00:00,486.0,793.25,5.62,60.92,16.5,2.17
2019-01-01 01:00:00,401.75,642.25,3.8,64.45,14.65,2.4
2019-01-01 02:00:00,333.75,545.0,1.9,65.0,8.4,2.1
2019-01-01 03:00:00,256.75,388.75,1.78,60.0,12.05,1.67
2019-01-01 04:00:00,222.25,344.5,1.73,58.53,11.27,1.62
2019-01-01 05:00:00,210.75,346.0,1.87,60.63,11.9,1.47
2019-01-01 06:00:00,194.0,338.5,1.87,58.13,15.8,1.92
2019-01-01 07:00:00,134.25,375.25,2.12,59.23,16.25,1.55
2019-01-01 08:00:00,108.75,475.0,2.4,78.9,17.32,2.1
2019-01-01 09:00:00,120.75,479.0,1.57,70.18,18.45,4.73
2019-01-01 10:00:00,70.25,436.25,1.18,45.52,20.45,22.0
2019-01-01 11:00:00,68.25,347.0,1.1,36.4,20.5,46.12
2019-01-01 12:00:00,48.5,305.0,0.83,23.7,22.22,65.35
2019-01-01 13:00:00,42.0,233.5,0.83,25.6,22.0,73.82
2019-01-01 14:00:00,44.25,230.25,0.75,23.62,25.18,78.08
2019-01-01 15:00:00,42.5,220.0,0.78,28.35,24.5,80.2
2019-01-01 16:00:00,41.25,241.75,0.9,53.17,25.32,52.6
2019-01-01 17:00:00,48.75,271.0,5.37,90.52,23.4,2.0
2019-01-01 18:00:00,105.0,,6.8,83.43,25.3,2.0
2019-01-01 19:00:00,131.5,,3.61,106.75,25.53,2.6
2019-01-01 20:00:00,120.0,775.0,6.57,123.62,23.9,2.43
2019-01-01 21:00:00,88.75,742.75,4.62,117.5,22.05,1.82
2019-01-01 22:00:00,82.25,607.0,2.38,101.8,18.75,1.9
2019-01-01 23:00:00,73.75,477.5,2.18,84.85,18.9,1.62
2019-01-02 00:00:00,72.75,433.75,1.95,76.7,13.5,1.8
2019-01-02 01:00:00,72.75,417.75,1.9,73.98,13.55,2.7
2019-01-02 02:00:00,77.5,435.5,3.2,83.6,14.3,2.05
2019-01-02 03:00:00,89.0,484.75,3.3,71.62,14.2,2.2
2019-01-02 04:00:00,100.0,545.0,3.43,51.8,14.62,1.9
2019-01-02 05:00:00,105.75,539.5,3.4,62.22,15.23,2.07
2019-01-02 06:00:00,130.75,540.25,3.5,73.55,16.67,1.6
2019-01-02 07:00:00,158.0,545.75,3.73,75.27,17.9,1.95
2019-01-02 08:00:00,279.25,581.75,3.28,87.62,18.78,2.17
2019-01-02 09:00:00,349.0,624.75,2.35,101.75,19.28,4.1
2019-01-02 10:00:00,284.75,593.75,1.75,64.15,21.68,31.28
2019-01-02 11:00:00,212.5,455.75,1.3,47.4,23.67,56.2
2019-01-02 12:00:00,161.5,439.75,1.22,40.57,23.9,78.38
2019-01-02 13:00:00,128.0,393.25,1.2,40.23,22.95,80.08
2019-01-02 14:00:00,94.0,341.75,1.23,44.43,20.53,82.6
2019-01-02 15:00:00,104.0,358.25,1.27,52.1,19.65,77.9
2019-01-02 16:00:00,143.0,371.75,1.5,70.5,19.1,56.1
2019-01-02 17:00:00,163.75,392.0,5.5,113.82,19.33,7.88
2019-01-02 18:00:00,241.25,,3.63,113.45,25.03,2.25
2019-01-02 19:00:00,305.75,,2.43,105.2,28.05,2.62
2019-01-02 20:00:00,390.5,,0.01,104.12,27.87,3.0
2019-01-02 21:00:00,496.5,,0.01,105.3,29.63,3.35
2019-01-02 22:00:00,579.0,,0.01,90.08,27.4,3.4
2019-01-02 23:00:00,587.25,752.0,8.45,86.3,25.45,2.95
2019-01-03 00:00:00,421.75,739.25,7.4,86.07,22.2,2.63
2019-01-03 01:00:00,431.0,708.75,7.35,62.43,19.9,3.3
2019-01-03 02:00:00,468.0,727.25,5.1,57.9,14.9,3.65
2019-01-03 03:00:00,452.25,696.5,4.27,60.37,16.4,3.6
2019-01-03 04:00:00,417.0,635.25,3.45,55.3,15.35,2.6
2019-01-03 05:00:00,391.25,591.5,3.0,46.35,15.75,1.83
2019-01-03 06:00:00,359.5,553.0,2.7,46.75,14.17,2.22
2019-01-03 07:00:00,329.75,504.25,2.82,37.22,14.12,2.0
2019-01-03 08:00:00,298.0,455.0,2.47,37.05,12.92,1.55
2019-01-03 09:00:00,232.75,396.25,2.15,40.9,12.67,1.95
2019-01-03 10:00:00,210.5,416.0,2.15,59.95,12.88,2.37
2019-01-03 11:00:00,234.0,468.0,2.0,50.37,13.25,5.08
2019-01-03 12:00:00,289.0,471.75,1.82,43.43,14.52,11.85
2019-01-03 13:00:00,297.75,435.0,1.45,32.62,14.85,30.02
2019-01-03 14:00:00,253.75,395.0,1.25,29.53,15.5,55.63
2019-01-03 15:00:00,217.75,367.25,1.08,28.55,17.37,65.6
2019-01-03 16:00:00,181.0,328.25,1.1,32.15,16.77,65.53
2019-01-03 17:00:00,208.0,390.75,2.02,75.73,15.45,28.05
2019-01-03 18:00:00,250.0,516.0,2.5,88.58,14.38,8.6
2019-01-03 19:00:00,314.75,561.0,2.52,85.75,17.02,11.05
2019-01-03 20:00:00,371.5,586.5,2.75,80.9,16.82,7.27
2019-01-03 21:00:00,358.0,576.25,2.93,75.92,16.35,2.4
2019-01-03 22:00:00,345.5,567.0,2.98,59.55,15.58,1.8
2019-01-03 23:00:00,349.5,582.75,2.27,48.75,15.7,1.38
2019-01-04 00:00:00,312.75,512.25,2.05,47.7,15.8,1.72
2019-01-04 01:00:00,286.5,518.5,2.0,38.6,16.05,2.4
2019-01-04 02:00:00,274.0,489.0,1.8,34.0,15.3,1.98
2019-01-04 03:00:00,248.5,458.5,1.77,30.8,15.67,3.52
2019-01-04 04:00:00,206.5,382.75,1.58,30.87,16.12,4.15
2019-01-04 05:00:00,168.5,306.75,1.45,27.47,15.6,5.75
2019-01-04 06:00:00,142.0,252.5,1.42,22.4,15.93,8.55
2019-01-04 07:00:00,124.5,257.25,1.6,29.9,16.32,3.8
2019-01-04 08:00:00,133.25,346.5,1.65,31.02,16.45,4.03
2019-01-04 09:00:00,126.5,336.0,1.8,41.95,17.18,4.15
2019-01-04 10:00:00,136.0,341.0,1.8,41.98,17.45,7.87
2019-01-04 11:00:00,187.25,404.5,1.75,41.9,16.63,9.38
2019-01-04 12:00:00,215.0,389.25,1.68,39.55,14.58,18.95
2019-01-04 13:00:00,226.5,404.0,1.92,57.32,16.55,30.85
2019-01-04 14:00:00,253.25,437.0,1.75,61.48,19.18,44.45
2019-01-04 15:00:00,228.0,453.75,1.92,74.05,17.93,33.9
2019-01-04 16:00:00,224.75,524.25,2.4,90.9,17.22,10.6
2019-01-04 17:00:00,239.0,605.0,2.7,83.52,16.57,2.53
2019-01-04 18:00:00,277.25,700.25,5.0,75.6,16.63,2.17
2019-01-04 19:00:00,352.0,806.75,6.07,73.55,17.55,2.75
2019-01-04 20:00:00,396.25,801.75,6.93,59.8,18.28,2.62
2019-01-04 21:00:00,441.0,835.0,3.93,68.0,21.73,3.93
2019-01-04 22:00:00,576.5,915.25,0.01,68.5,21.6,3.78
2019-01-04 23:00:00,598.75,704.5,7.42,97.4,22.75,2.77
2019-01-05 00:00:00,464.0,815.5,6.48,110.05,20.5,2.62
2019-01-05 01:00:00,446.0,762.0,7.0,110.65,21.78,4.6
2019-01-05 02:00:00,457.0,756.75,4.3,69.5,16.6,3.15
2019-01-05 03:00:00,423.0,670.0,3.7,61.72,15.53,2.2
2019-01-05 04:00:00,372.25,572.0,2.75,53.27,14.27,1.67
2019-01-05 05:00:00,328.75,505.75,2.3,46.85,13.38,1.67
2019-01-05 06:00:00,301.5,487.5,2.23,52.55,13.33,1.9
