Time Stamp,PM2.5,PM10,CO,NO2,SO2,Ozone
2020-01-01 00:00:00,560.25,,6.62,40.12,27.1,3.82
2020-01-01 01:00:00,669.5,,8.12,42.95,50.6,4.6
2020-01-01 02:00:00,753.75,,7.52,40.47,60.4,3.53
2020-01-01 03:00:00,749.25,962.0,7.1,37.18,70.1,3.2
2020-01-01 04:00:00,681.75,915.25,5.22,35.45,69.7,3.28
2020-01-01 05:00:00,562.5,771.75,5.25,34.75,47.75,3.42
2020-01-01 06:00:00,541.75,764.25,4.65,31.45,16.27,3.18
2020-01-01 07:00:00,530.0,798.75,5.3,36.67,16.9,3.62
2020-01-01 08:00:00,571.25,882.0,5.22,54.2,17.75,6.05
2020-01-01 09:00:00,566.5,637.0,2.72,135.12,25.68,10.6
2020-01-01 10:00:00,417.25,590.25,1.5,139.78,34.97,6.6
2020-01-01 11:00:00,298.5,436.5,1.58,87.0,26.8,20.48
2020-01-01 12:00:00,227.75,375.0,1.12,54.78,8.7,42.2
2020-01-01 13:00:00,168.5,312.0,0.98,46.7,,56.9
2020-01-01 14:00:00,155.25,316.0,0.95,51.02,,60.45
2020-01-01 15:00:00,154.75,331.75,0.95,48.7,,60.15
2020-01-01 16:00:00,158.25,355.75,1.25,66.18,,40.8
2020-01-01 17:00:00,217.75,394.0,5.82,79.2,,9.95
2020-01-01 18:00:00,356.25,,4.13,76.72,27.25,3.3
2020-01-01 19:00:00,450.5,,2.11,69.45,40.18,3.25
2020-01-01 20:00:00,530.5,,0.01,67.5,59.35,3.6
2020-01-01 21:00:00,621.0,,0.01,54.12,63.48,3.78
2020-01-01 22:00:00,684.5,,0.01,50.02,64.77,3.7
2020-01-01 23:00:00,724.25,,7.35,47.68,62.25,3.15
2020-01-02 00:00:00,725.0,,8.45,40.12,27.78,3.72
2020-01-02 01:00:00,685.75,798.0,6.78,40.97,53.55,3.5
2020-01-02 02:00:00,620.75,800.25,6.68,42.22,66.15,3.35
2020-01-02 03:00:00,613.5,790.75,6.45,32.75,67.5,3.25
2020-01-02 04:00:00,597.25,735.5,6.22,34.35,63.15,3.18
2020-01-02 05:00:00,578.5,722.5,7.0,33.2,37.67,3.15
2020-01-02 06:00:00,570.75,754.5,6.9,26.1,21.38,3.82
2020-01-02 07:00:00,602.25,792.0,7.08,35.9,23.4,4.0
2020-01-02 08:00:00,681.25,,7.12,65.8,16.32,4.32
2020-01-02 09:00:00,532.5,733.0,5.45,180.55,35.45,3.72
2020-01-02 10:00:00,461.25,688.5,2.9,167.48,43.15,3.25
2020-01-02 11:00:00,358.5,529.0,2.6,135.23,29.45,5.25
2020-01-02 12:00:00,253.0,399.25,0.65,59.75,0.8,19.82
2020-01-02 13:00:00,118.75,250.25,0.88,70.08,4.05,30.0
2020-01-02 14:00:00,136.0,267.5,0.72,61.88,1.27,41.03
2020-01-02 15:00:00,124.25,279.5,0.85,61.15,,38.62
2020-01-02 16:00:00,117.75,325.5,0.78,60.1,,38.25
2020-01-02 17:00:00,145.5,315.0,3.92,87.45,1.0,11.78
2020-01-02 18:00:00,244.0,,3.58,86.02,30.52,8.2
2020-01-02 19:00:00,364.75,,2.06,84.65,46.6,10.1
2020-01-02 20:00:00,484.5,,0.01,80.7,73.28,12.05
2020-01-02 21:00:00,603.75,,0.01,80.58,80.18,11.92
2020-01-02 22:00:00,640.5,,0.01,82.0,85.28,12.0
2020-01-02 23:00:00,665.25,,0.01,59.18,87.15,11.2
2020-01-03 00:00:00,668.25,998.0,7.2,50.0,24.55,10.1
2020-01-03 01:00:00,618.0,930.75,6.42,52.3,35.35,8.6
2020-01-03 02:00:00,478.5,694.0,3.88,44.08,41.38,7.4
2020-01-03 03:00:00,421.0,592.5,4.1,27.82,32.4,7.3
2020-01-03 04:00:00,427.0,576.75,1.7,38.72,14.42,6.15
2020-01-03 05:00:00,349.75,487.25,2.65,24.12,3.1,5.9
2020-01-03 06:00:00,336.25,460.75,3.38,21.6,2.15,6.22
2020-01-03 07:00:00,350.5,498.0,4.3,27.55,2.58,6.4
2020-01-03 08:00:00,376.0,580.25,5.25,49.38,4.8,7.28
2020-01-03 09:00:00,392.75,635.0,4.47,161.4,20.48,8.48
2020-01-03 10:00:00,345.0,501.0,1.52,91.55,26.72,6.32
2020-01-03 11:00:00,120.25,205.25,0.8,59.35,15.2,18.6
2020-01-03 12:00:00,83.5,188.0,0.6,39.93,4.2,38.4
2020-01-03 13:00:00,71.0,154.25,0.43,32.7,,47.7
2020-01-03 14:00:00,45.5,158.25,0.35,29.7,,57.62
2020-01-03 15:00:00,42.25,153.5,0.48,38.45,,51.35
2020-01-03 16:00:00,48.75,181.75,0.88,54.6,,36.62
2020-01-03 17:00:00,83.75,425.25,5.3,87.05,,6.68
2020-01-03 18:00:00,163.5,961.25,5.52,86.92,9.05,4.35
2020-01-03 19:00:00,173.5,826.75,6.02,97.15,19.75,5.25
2020-01-03 20:00:00,221.75,733.75,5.95,89.1,23.2,6.2
2020-01-03 21:00:00,264.25,722.0,6.07,86.9,26.7,6.32
2020-01-03 22:00:00,270.75,674.75,5.45,72.85,23.28,5.98
2020-01-03 23:00:00,274.5,538.75,2.82,56.98,17.48,5.82
2020-01-04 00:00:00,253.0,407.75,2.02,48.53,9.22,5.5
2020-01-04 01:00:00,227.75,356.5,1.58,41.12,9.18,5.7
2020-01-04 02:00:00,221.25,313.25,1.32,35.85,13.1,5.12
2020-01-04 03:00:00,213.75,289.25,1.4,31.02,10.15,4.97
2020-01-04 04:00:00,220.0,304.75,1.4,32.28,10.05,5.25
2020-01-04 05:00:00,226.0,325.5,1.82,34.47,5.9,4.82
2020-01-04 06:00:00,214.75,319.0,1.85,28.48,7.9,5.28
2020-01-04 07:00:00,237.25,352.0,1.9,31.58,6.1,6.05
2020-01-04 08:00:00,248.5,375.75,2.07,48.32,6.65,6.1
2020-01-04 09:00:00,263.5,413.75,1.98,86.88,11.25,5.6
2020-01-04 10:00:00,275.5,400.0,1.8,123.35,19.08,5.92
